row_id,tweet_id,created_at,user,location,text
235,'1263613057089048577,5/21/20 23:30,warriors_mom,MN lakes to TN mountains,COVID-19: Some US national parks are re-opening for Memorial Day weekend! 👏🏾❤️🇺🇸❤️👏🏾❤️🇺🇸❤️👏🏾 #Coronavirus https://t.co/CRK2Aettq7
236,'1263613056896163841,5/21/20 23:30,VirtualTracey,Nottinghamshire,The ICO have set out new priorities for the UK data protection during COVID-19 and beyond.  They have identified 3… https://t.co/YXoT5koUSZ
237,'1263613056246054915,5/21/20 23:30,jopo899,,@phlegmfighter @cameronks @VectorSting @farid__jalali @jwmdebacker @ColinRCooke @NidaQadirMD @ajaysheshadri… https://t.co/AHl87l1mwY
238,'1263613055684018176,5/21/20 23:30,CommKenHodder,USA Western Territory,"Thanks to a partnership with ATT and the Mobile Giving Foundation, you can make a $10 gift that keeps us on the fro… https://t.co/hrKlPwRrhJ"
239,'1263613055142899713,5/21/20 23:30,NBWealthMgt,"Santa Barbara, CA","Tips for dealing with COVID-19: staying engaged with clients and prospects, moving meetings online, working from ho… https://t.co/yzN2ezNwha"
240,'1263613055092613120,5/21/20 23:30,redkody,,"@realDonaldTrump Only due to Nancy Pelosi &amp; Chuck Schumer requesting it.
So pathetic #Covid_19"
241,'1263613054530576384,5/21/20 23:30,UCLA,"Los Angeles, CA",.@UCLAchancellor joins @MilkenInstitute podcast to discuss how COVID-19 has changed the way UCLA operates and what… https://t.co/FFktg6a697
242,'1263613053775622149,5/21/20 23:30,KonicaMinoltaAu,Australia,"The 3D printing space thrives on open source collaboration, and is proving ideal for designing and prototyping cust… https://t.co/ZkWRGnilmt"
243,'1263613053024768001,5/21/20 23:30,statesman,"Austin, Texas",Abbott orders COVID-19 testing at state hospitals/living centers https://t.co/Wlkihj9JCk
244,'1263613052932329472,5/21/20 23:30,USCovidDeathBot,,"USA COVID-19 stats as of 07:30 PM on May 21, 2020

🦠 Cases 🦠: 1,619,775 (+1,088.0)
☠️ Deaths ☠️: 96,269 (+49.0)
Upd… https://t.co/z4xqCOFnXy"
245,'1263613052672499713,5/21/20 23:30,DavidJNage,New York,"I have been following the team @AerisCopper for the past few months. Why? 

They have produced a phone case with Co… https://t.co/WMMxHrGUnp"
246,'1263613052555087874,5/21/20 23:30,NBC29,"Charlottesville, Va",An advertising agency has launched a new website to help promote shopping at small businesses to help the community… https://t.co/jeeHWmu6oX
247,'1263613051997237249,5/21/20 23:30,DelawareToday,Delaware,"With Memorial Day quickly approaching, many are itching to shake off the quarantine blues and head to the Delaware… https://t.co/IsiFheboqu"
248,'1263613050403381250,5/21/20 23:30,Lagosreporters_,"Lagos, Nigeria",Breaking: 339 New Cases of #COVID19 Have Been Confirmed In Nigeria: Total Now 7016… https://t.co/eBBJTu18GS
249,'1263613050386616325,5/21/20 23:30,ndtvfeed,,Trump Orders Us Flags To Fly At Half-Staff To Honour COVID-19 Victims https://t.co/Upbz4EgrGs
250,'1263613049530912769,5/21/20 23:30,mcleod,"Lafayette, CO","95,000 dead Americans and counting... #trumpvirus #coronavirus #covid19 @realDonaldTrump #trump @GOP #gop #maga… https://t.co/MoHCTGP5Vq"
251,'1263613049333743622,5/21/20 23:30,mr_qwadjogh,U b i q u i t o u s ,You see our leaders pretend as if those cloth made nose mask we wear are standardized to prevent the spread of covi… https://t.co/h8eislfFZB
252,'1263613049094787074,5/21/20 23:30,WEHTWTVWlocal,"Evansville, IN","Committee gives IU reopening recommendations, COVID-19 testing available https://t.co/VEjLKeW9UX https://t.co/tfDroYNYQ4"
253,'1263613048637489153,5/21/20 23:30,kentonsmith,"Calgary, Canada",Bank of America: COVID-19 Loan Data May Have Leaked https://t.co/GC5FAzbEtS https://t.co/kCbw2pHwjs
254,'1263613048474030080,5/21/20 23:30,perryworldhouse,University of Pennsylvania,"Join @perryworldhouse, @PennFels &amp; @PennPORES June 1 - the eve of the rescheduled PA primaries - to discuss what CO… https://t.co/2n8RG4p2XL"
255,'1263613048406728704,5/21/20 23:30,AyandakhumaloDj,Durban/KwaZulu Natal,@News24 @tshidi_lee They want to run away because of covid-19 government must send them to western cape https://t.co/dTY0Fspn32
256,'1263613047534424064,5/21/20 23:30,WTOC11,"Savannah, GA","Broadway star Nick Cordero has suffered a setback in his long recovery from COVID-19.
--&gt;&gt; https://t.co/e0G5TJj1Yf"
257,'1263613047492562947,5/21/20 23:30,WOIGlobal,Global,Tsai Ing-wen was sworn into her second term as President of Taiwan on Wednesday after she won re-election in Januar… https://t.co/SQN8uLjNt2
258,'1263613045542211586,5/21/20 23:30,MyStateline,"Rockford, Illinois","COVID-19 UPDATE: Currently, IDPH is reporting a total of 102,686 cases, including 4,607 deaths, in 100 counties in… https://t.co/abxQHGoi95"
259,'1263613045324107776,5/21/20 23:30,SBTribune,"South Bend, IN","Construction stops at new LaPorte Hospital after 10 workers test positive for coronavirus:
https://t.co/bBtop93it9"
260,'1263613045286277121,5/21/20 23:30,CovidData2,,New COVID-19 Data at 2020-05-21 07:30:00 pm EDT #Coronavirus #COVID19 https://t.co/oF6V0z97MX
261,'1263613045135118337,5/21/20 23:30,MORNAFAN93,IN A VAN DOWN BY THE RIVER!,"Here we go...
#ItIs1984 
#RayBradbury
#Orwellian

 https://t.co/18ieMn8cD8"
262,'1263613044686499840,5/21/20 23:30,DalanTwyle,United States,@SaraCarterDC Yep. Klobuchar expertly questioned the Supreme Court joke &amp; liar named Kavanaugh. You liars w/ treaso… https://t.co/QFBKDD6sov
263,'1263613044162277376,5/21/20 23:30,v_carolynv,,@realDonaldTrump So instead you hosero he selfish and expose to everyone around you. You may test negative for covi… https://t.co/czpIYKzcks
264,'1263613044137111552,5/21/20 23:30,nkf,New York,Find the resources provided by your state for the #COVID19 pandemic. https://t.co/flpqBAEysS
265,'1263613044090757122,5/21/20 23:30,feistsheindlin1,"Edmonton, Alberta",‘I tested positively — in another sense’: Trump fumbles trying to explain he doesn’t have COVID-19 – Raw Story https://t.co/CSmoftiph4
266,'1263613043499548672,5/21/20 23:30,ABC17News,"Columbia, MO",Boone County Commissioner Fred Parry said on ABC 17 News tonight that he was happy with planned changes to the coun… https://t.co/584B3nhOeb
267,'1263613043025608714,5/21/20 23:30,KWWL,Eastern Iowa,Click the link to find out the difference between serology tests and other forms of COVID-19 testing https://t.co/GwzJtsuGnX
268,'1263613042773893120,5/21/20 23:30,beaconjournal,"Akron, OH","Canton City Public Health is now monitoring outbreaks of COVID-19 at meat processors Case Farms and Fresh Mark, whi… https://t.co/uhiPcrpPsr"
269,'1263613042702589953,5/21/20 23:30,localnews8,Eastern Idaho,"""It's rewarding to be able to do something for families who need help."" https://t.co/L9qnNLQUs1"
270,'1263613042673299456,5/21/20 23:30,NewsChannel9,"Syracuse, NY",Denny's in Central New York are closing their doors because of COVID-19. #LocalSYR #SYR #COVID19 https://t.co/RWfTYKPOpp
271,'1263613042673225735,5/21/20 23:30,h24news_ie,Dublin,Operation will last 24 hours amid continued breaking of limits during Covid-19 lockdown https://t.co/vk3vBZ3wgT
272,'1263613042648121350,5/21/20 23:30,rocketcitynow,"Huntsville, AL","More Alabama businesses are about to reopen. A new partnership with Google and Apple brings a COVID-19 ""contact tra… https://t.co/SgWobweE8n"
273,'1263613042585198594,5/21/20 23:30,RiverBenderNews,"The River Bend Community, IL","Bipartisan legislation was introduced to pay tribute to the 100,000 victims—including 4,607 Illinoisans—of the COVI… https://t.co/LID11IUugT"
274,'1263613042585153536,5/21/20 23:30,WMBDNews,"Peoria/Bloomington, IL",Lawmakers are trying to determine the best course of action to better protect the nation’s senior citizens from COV… https://t.co/AzJUe5Sfjg
275,'1263613042429964288,5/21/20 23:30,DevinWJBF,"Evans, GA","60 million Americans live in what are considered rural areas. Most of them are older, and keeping them healthy is t… https://t.co/84pQa5oxkU"
276,'1263613042396483592,5/21/20 23:30,keloland,Sioux Falls,Noem says the checkpoint issue goes beyond COVID-19 because it would set a precedent for the future.  https://t.co/EbEqRhbJta
277,'1263613042178260994,5/21/20 23:30,KOAA,"Colorado Springs/Pueblo, CO","According to the El Paso County Health department, two employees at Safeway on 1425 S. Murray Blvd test positive fo… https://t.co/G6MKMNmx63"
278,'1263613042165678081,5/21/20 23:30,ErieNewsNow,"Erie, PA","Opioid drug overdose deaths are down in US, study finds, but Covid-19 could change that https://t.co/Q72acTIaiK"
279,'1263613041821847553,5/21/20 23:30,WTOL11Toledo,"ÜT: 41.654712,-83.528995",A Canadian study had many online talking about smoking weed to prevent COVID-19. But the study's results don’t line… https://t.co/tCOyTrFzX1
280,'1263613041784115202,5/21/20 23:30,KETK,"Tyler, TX",WATCH: Video shows emotional moment COVID-19 patient thanks plasma donor for 'saving my life'. https://t.co/qKpy3Bx2bF
281,'1263613041717006336,5/21/20 23:30,KristenTurzak,"Clearwater, FL",#Covid19 is throwing #AI algorithms for a loop. The need for #HumanIntelligence has never been greater. https://t.co/6dMlIl4OxY
282,'1263613041670643712,5/21/20 23:30,canberratimes,Canberra,Inside Canberra's pop-up COVID-19 hospital. https://t.co/RTEEDSreb7
283,'1263613041528180736,5/21/20 23:30,NBC12,"Richmond, VA",The phenomenon has only been recognized as a symptom of  COVID-19 by the CDC and World Health Organization since mi… https://t.co/pAlV6tlToG
284,'1263613041175740416,5/21/20 23:30,TheOklahoman_,"Oklahoma City, OK","🎧 How has @fly_okc responded to the COVID-19 pandemic? On a new edition of our daily podcast, Karen Carney joins… https://t.co/SUO08FYCBJ"
285,'1263613041129619456,5/21/20 23:30,Nightline,"New York, USA",Tonight on a special edition of @Nightline... examining the racial divide of COVID19 in Mississippi... The South pa… https://t.co/4R2laDeqsQ
286,'1263613041125371905,5/21/20 23:30,KFOX14,"El Paso, Texas","The outbreak at the Dona Ana County plant began on May 5, when the state reported that five Stampede employees had… https://t.co/GYT7ptj1Lc"
287,'1263613041117024258,5/21/20 23:30,Variety,"Los Angeles, CA",Tyler Perry says BET &amp; ViacomCBS were “completely understanding” of what his studios’ costly new safety protocols m… https://t.co/WqvSTNLbOy
288,'1263613041104617473,5/21/20 23:30,_PHAA_,National Office - Canberra,There are serious concerns about the scope and membership of the  COVID-19 Coordination Commission writes Dr Ingrid… https://t.co/ZEmzkGHWhi
289,'1263613041070886912,5/21/20 23:30,Bhekisisa_MG,Johannesburg,"Best case or worse case, one thing is sure: South Africa doesn’t have enough hospital beds to treat #COVID19SA.… https://t.co/l59eDNSjXZ"
290,'1263613041058484239,5/21/20 23:30,StarTribune,"Minneapolis, MN",Minnesota's response to COVID-19 showed signs of cracking as organizations threatened to defy the governor’s remain… https://t.co/KEKjnrLLSH
291,'1263613041058463744,5/21/20 23:30,MacHigherEd_Aus,Australia and New Zealand,"Big Tech will be a clear winner emerging from the COVID-19 pandemic when it comes to economics, @Nigel_A_Walton arg… https://t.co/1XiimowVNy"
292,'1263613041024720897,5/21/20 23:30,Denise_Unland61,"Joliet, IL","This clinic transitioned to #telehealth - and half its clients don't have smart devices
Here's how the Will-Grundy… https://t.co/LToG34RgGh"
293,'1263613040953450496,5/21/20 23:30,BigLocalNews,,@BigLocalNews and @pitchinc created the COVID-19 Case Mapper to help you and your newsroom keep readers up-to-date… https://t.co/jqJlx9ZN2H
294,'1263613040949202944,5/21/20 23:30,WomensCricZone,🏏,"After two months with no cricket action, Cricket South Africa are looking for the best way to kick start the action… https://t.co/rpE5jgCiWz"
295,'1263613040718741505,5/21/20 23:30,wosunews,"Columbus, Ohio","WOSU’s Letters from Home is collecting stories from our day-to-day lives during the COVID-19 pandemic. 

Tell us: W… https://t.co/Mu2m7H6juD"
296,'1263613040664039424,5/21/20 23:30,BroomeShire,"Broome, Western Australia","Know a not-for-profit organisation that needs financial help? 🤔

Details of the @WoodsideEnergy COVID-19 Community… https://t.co/V6sE82JDQ1"
297,'1263613040622092288,5/21/20 23:30,drarchikadidi,"New Delhi, India","One who has reverence in his Satguru, one who is prepared to dissolve oneself, one who can overcome his ego, within… https://t.co/MZR2bIOIDQ"
298,'1263613040542482433,5/21/20 23:30,OnTopMag,United States,Gay Nurse Shares Dramatic Toll COVID-19 Had On His Body https://t.co/x2vX1K7KYj #LGBT #coronavirus #covid19
299,'1263613040416653316,5/21/20 23:30,culttture,anywhere but here,"Dem Governors Demanded COVID-19 Patients Be Returned to Nursing Homes, Contributing to Thousands of Deaths

Calls t… https://t.co/iCDzUhFsiN"
300,'1263613040383135751,5/21/20 23:30,NorfolkNews,"Norfolk, Nebraska",SELECT: Officers have pulled back on the number of traffic stops they make to reduce unnecessary contact during the… https://t.co/thMldRCaMZ
301,'1263613040336887810,5/21/20 23:30,htTweets,India,The #COVID19 tally in Assam doubled in just four days from 100 to 204 today even as the government announced a poli… https://t.co/tBg0izAXpA
302,'1263613040332697600,5/21/20 23:30,KTVOTV,"Kirksville, Mo./Ottumwa, Ia.","Two new COVID-19 cases have been reported Thursday, involving a 58-year-old female and a 27-year-old female, bringi… https://t.co/SbULHpI9zV"
303,'1263613040328445953,5/21/20 23:30,dailynation,Kenya,"Covid-19 exposing girls, women to sex predators
https://t.co/R6LppLJno7"
304,'1263613040307720195,5/21/20 23:30,phlcovid19fund,Greater Philadelphia,"There’s still time to catch #PHLove! Tune in on:
@6abc
@CBSPhilly
@NBCPhiladelphia
@FOX29philly
@cwphilly
and… https://t.co/tl982wyMNZ"
305,'1263613040236179456,5/21/20 23:30,therightdoctors,"Hyderabad, India","Strategies to cope with COVID-19 for diabetics
By Dr. Anil Kumar Virmani
Consultant Cardio-Diabetologist

https://t.co/FM3GE9Zgcw"
306,'1263613040139948039,5/21/20 23:30,ChasingNews,,"After a steady decrease in new #COVID19 cases, the @CityofNewarkNJ announces reopening phases. @monicaguynews1 is t… https://t.co/GTqmZSbl1Q"
307,'1263613040102182914,5/21/20 23:30,WapatoSD,"Wapato, WA","Due to the Memorial Day Holiday on Monday, May 25, the free meals distribution has been rescheduled to Tuesday, May… https://t.co/PzeO5035aY"
308,'1263613040047652869,5/21/20 23:30,Ainslie_Ward24,"Toronto, Ontario",Please plan outdoor activities in City parks and green spaces with only members from your household. Practise… https://t.co/SAWgGRTEf5
309,'1263613040035016704,5/21/20 23:30,ACSouthAsia,"Washington, DC",#Bangladesh expects a bigger inflow of #FDI in the days to come as different nations plan to relocate their factori… https://t.co/RE5lDAk7Yx
310,'1263613040014090242,5/21/20 23:30,fox6now,Milwaukee,"“Right now, we started spiking again this week. We’re at our highest level since the pandemic began."" https://t.co/P8O9oMlyRy"
311,'1263613039959404544,5/21/20 23:30,OSUCCC_James,"Columbus, Ohio","From mask-wearing to #COVID19 screening, @David_Cohn_MD, MBA, explains how we're working to keep cancer patients sa… https://t.co/fSrxEa6Ffe"
312,'1263613039934230528,5/21/20 23:30,intellectualTO,"Minneapolis, MN","“That’s above my pay grade,” New Jersey Gov. Phil Murphy said in April. “I wasn’t thinking of the Bill of Rights wh… https://t.co/4W90P729dg"
313,'1263613039380660226,5/21/20 23:30,Meeksworld,Clouds of GA | In my feelings ,Nothing will be the same after COVID-19
314,'1263613038831247363,5/21/20 23:29,iperceptions,"Montréal, Canada",Is your #CX measurement program helping you achieve these 3 types of insights during these unprecedented times?… https://t.co/IWhCH02YvF
315,'1263613036499070977,5/21/20 23:29,DaFuWit,,My Favorite COVID-19 Joke:  Men are being hit harder economically than women by the Pandemic lock down. Men are los… https://t.co/gPUj54NzbQ
316,'1263613032250462209,5/21/20 23:29,nicholedobo,United States,@dtofig @EvieBlad Interesting they are citing Covid-19 shutdown in the later article where they decide not to do it… https://t.co/cK27wGq1Rc
317,'1263613031591755781,5/21/20 23:29,AngelaWinbush7,"Las Vegas, NV",Happy #Thankful #TBThursday ANGELS! Counting my BLESSINGS.. getting the LESSONS GOD is teaching . Before COVID19  h… https://t.co/Cp4qt1nNIv
318,'1263613031310737410,5/21/20 23:29,WHOTimorLeste,Timor-Leste,"The WHO Academy, @WHO's lifelong learning centre has launched a mobile app designed to enable health workers to exp… https://t.co/SRjBF3vOsy"
319,'1263613029658382337,5/21/20 23:29,chuckgordon18,United States,"@ZenMaster333 @ChuckCallesto @Waderesist Educate yourself, wear a mask.
Other people’s lives are at stake.
https://t.co/hMmMBYrn50"
320,'1263613027640844289,5/21/20 23:29,mhhoward_AL,"Alabama, USA","@JackPosobiec @realDonaldTrump .
@realDonaldTrump 

All Sweden has done is prove that ignoring the #coronavirus pan… https://t.co/1SaZUjvRMK"
321,'1263613020590276618,5/21/20 23:29,LDALahoreNews,"Johar Town, Lahore, Pakistan","Transfer of LDA City files to start very soon.
@ImranKhanPTI
@PakPMO
@GOPunjabPK
@UsmanAKBuzdar
@HUDPHED
#LDACITY… https://t.co/fQeF4KgLA0"
322,'1263613018585346049,5/21/20 23:29,lorenza71319,United States,Trump says US won't close over second COVID-19 wave https://t.co/aQM99jjGs2
323,'1263613018254061571,5/21/20 23:29,KairoCerere,,A Wisconsin woman with lupus has taken hydroxychloroquine for 19 years and still got COVID-19 https://t.co/qsQ9Cl2TJM via @Yahoo
324,'1263613018174357504,5/21/20 23:29,southrtnlady,,Gee thanks Gov. Cuomo you MADE the local nursing homes take the Chinese Covid-19 back without even giving them time… https://t.co/HubMq4TuRZ
325,'1263613017259945985,5/21/20 23:29,SonKing,Tampa Bay,"@realTuckFrumper Over 600 doctors wrote and asked Trump to put an end to the COVID-19 lockdown. Get real.

https://t.co/eRmoNq01Ep"
326,'1263613016379031552,5/21/20 23:29,mebmoseley,"Tucson, AZ",This is surreal.  https://t.co/Kr37eVD7cz
327,'1263613013451575296,5/21/20 23:29,CBJnewsroom,Charlotte,"Alex Azar, secretary of U.S. Health and Human Services, toured Atrium Health's Covid-19 testing site at Charlotte M… https://t.co/0SzwNT35iw"
328,'1263613013401141248,5/21/20 23:29,RepublicGeordie,"Punta Arenas, Chile",@THEMOCOLLINS The covid-19 crisis has sure united one group of people more than ever: affluent white women. Long live the Karen meme.
329,'1263613013287768065,5/21/20 23:29,azednews,"Arizona, USA",@azedschools releases #COVID19 guidance to #schools for #summerprograms #backtoschool &amp; #childcare -… https://t.co/8zPehDJdsX
330,'1263613012851732481,5/21/20 23:29,Habib859,"London, England","During the covid19 pandemic most of the world has experiencing a state of lockdown, long queues to get basic food /… https://t.co/kU2H4GOBeg"
331,'1263613008783093760,5/21/20 23:29,SLessard,Not on a tour bus or stage :(,"XTC’s Andy Partridge on COVID-19, Valium and 20 Years of ‘Wasp Star (Apple Venus Vol. 2)’ https://t.co/GT301rdX17 via @RollingStone"
332,'1263613007495479296,5/21/20 23:29,gcc6662020,"Pacific Palisades, Los Angeles","COVID-19 spreading through Southern, Midwestern states https://t.co/BY7mPHjk4q"
333,'1263613006556037120,5/21/20 23:29,abbotsfordtoday,"Abbotsford, BC, Canada",New Article: Significant Financial Losses for Funeral Providers during COVID-19 https://t.co/W03R0AXMiu #Abbotsford
334,'1263613005993922561,5/21/20 23:29,SamanthaJaneS,CA ~ Earth 🌍✌🏻,COVID-19: Some US national parks are re-opening for Memorial Day weekend #Coronavirus https://t.co/i66wAeoTh4
335,'1263613005780201472,5/21/20 23:29,Law1Gloria,United States,@TomFitton @JudicialWatch In Massachusetts many seniors of color DIED seems it's not only COVID19 the reason seems… https://t.co/sujZZzoR43
336,'1263613000151216128,5/21/20 23:29,LiterateLiberal,,Fox And Friends Urges New Yorkers To Disobey COVID19 Lock Down | @crooksandliars https://t.co/sVO0ZK0pK3
337,'1263613000126271492,5/21/20 23:29,Allchanges,,"Will Boris Johnson Ever Own Up To Any Responsibility For The 
UK’s Covid-19 Death Toll? 

| HuffPost UK https://t.co/YI6I88e71c"
338,'1263612998838517760,5/21/20 23:29,margculbster,Columbus,"@ElroyBerdahl @Protogaea @CNNPolitics Foreign leaders *literally* laugh at Trump!

There have been international me… https://t.co/oBAZVYDMu7"
339,'1263612997588733953,5/21/20 23:29,helpprempro,,Joe Biden’s new political ad:  Trump promised to make America Great again but instead he is Killing Americans Again… https://t.co/UMQvNoksDP
340,'1263612996896448512,5/21/20 23:29,City_of_SLO,"San Luis Obispo, CA","Our Community Update topics include: Reopening, business + community safety, online safety tips for parents and mor… https://t.co/RY9zjjaFNe"
341,'1263612992349847552,5/21/20 23:29,SagarOnta,"Denver, CO","If the coronavirus has made anything clear, it’s that cities cannot be fixed if we do not insist on dismantling the… https://t.co/jATgrsTGyf"
342,'1263612990168891398,5/21/20 23:29,WE_R_TH_STORM,"Sarasota, FL","REAAAALY NOW❓🤯
WHO NEEDS WAR OR
NATURAL DISASTERS TO
THIN OUT TH HEARD WHEN
WE HAVE
G: ang
O: f
P: utin
republiCANT… https://t.co/w0EHIHRVkB"
343,'1263612989913079808,5/21/20 23:29,GuySmithReports,London,Prince of Wales backs online memorial for Covid-19 victims https://t.co/p3hK2keJjP
344,'1263612989569196039,5/21/20 23:29,JerichoFell,United States,California hospitals saw sharp drop in heart attacks during COVID-19 shutdown https://t.co/Bb1iJBq5x8
345,'1263612988663246850,5/21/20 23:29,KChichika,"Moshi, Tanzania","Some things never make sense to me, man. 

How did this #COVID19 kill more Drs with Indian origin in England than i… https://t.co/nHNfsYiH4U"
346,'1263612987438297088,5/21/20 23:29,JusticeLANow,"Los Angeles, CA",Today at @LACountyCOC: . @LACoSheriff refused 2 comply w/ subpoena req'ing him 2 testify RE how he is protecting in… https://t.co/B35WDoj8cE
347,'1263612987383836672,5/21/20 23:29,Crof,"North Vancouver, BC",Krugman on #COVID19: How Many Will Die for the Dow? https://t.co/fPYtdKimqE
348,'1263612987287515145,5/21/20 23:29,lattera,"Columbia, MD",@Wintermute21 That's awesome! How're you holding up with COVID-19?
349,'1263612986767413252,5/21/20 23:29,Tmitmi555,,"I donated to the @PHLCovid19Fund, a rapid response fund to support Greater #Philadelphia #nonprofits at the frontli… https://t.co/FqB9GgnLoS"
350,'1263612986704359424,5/21/20 23:29,BourgeoisZombie,,"@krystalball The dude CANNOT associate himself with (literally) negative words. Everything is tremendous, strong, p… https://t.co/uJlahzr6Ns"
351,'1263612984120631297,5/21/20 23:29,EWCSeminars,"Honolulu, HI","For @CrisisGroup, @EastWestCenter media alum @tdkean (2018 SJS) looks at ""Conflict, Health Cooperation and COVID-19… https://t.co/OLigOfZ54v"
352,'1263612983764234243,5/21/20 23:29,VTEconDev,"Montpelier, VT","Friday, May 22nd at 11:30 AM ACCD will host a webinar for the RESTAURANT INDUSTRY on the Economic Recovery &amp; Relief… https://t.co/OfhQtjwAa1"
353,'1263612983567093764,5/21/20 23:29,nbc15_madison,"Madison, WI","Health professionals say a bad flu season is nearing its end with a steep drop-off in cases, in part because people… https://t.co/ZFmYoozxhu"
354,'1263612983370014723,5/21/20 23:29,TorbjornNaslund,Sweden,@maggieNYT Trump can literally have caught covid-19 right there when he fingered with the mask.
355,'1263612982673592320,5/21/20 23:29,andyman168,,@SenWarren AMERICA WANTS TO KNOW IN THE NEXT 5 MINUTES WHAT YOUR PLAN TO PROTECT AMERICA FROM COVID 19 IS. LETS EXP… https://t.co/4pGQrFKipo
356,'1263612981830541312,5/21/20 23:29,DKnowsnothing,,"The Economist | Goodbye globalisation

""A more nationalistic and self-sufficient era beckons. It won’t be richer—or… https://t.co/pkN3G2ZzMR"
357,'1263612981302231041,5/21/20 23:29,PringleJosh,"Ottawa, Ontario",NEW: Apple Mobility Data shows Ottawa residents are on the move as the temperatures rise and the COVID-19 restricti… https://t.co/yBGDlanvZy
358,'1263612980278763521,5/21/20 23:29,Preston_NEU,"Preston, Lancashire",'No one had any idea': Contact tracers lack knowledge about Covid-19 job https://t.co/4GKWGQMtHM
359,'1263612979469324289,5/21/20 23:29,SDanielfish,,Same month #ChrisCuomo &amp; #AndrewCuomo  on #CNN arguing who loved their Mom more. NYGov signed a St. Health Dep… https://t.co/V88aZfX6N0
360,'1263612977779036161,5/21/20 23:29,AnderssonPia1,,Probation officers from Barcelona write about online team work during COVID-19 pandemic. It is important to keep in… https://t.co/mqgC6sKbCK
361,'1263612977187446784,5/21/20 23:29,Nlbhvstrump,"Denver, CO","COVID-19 spreading through Southern, Midwestern states https://t.co/DH9ImSts6i"
362,'1263612976931594240,5/21/20 23:29,scottish_force,"Edinburgh, Scotland","@Sandraisback1 @carolan09453484 @MattHancock Previous was wrong link 
Yet again stay safe and donate as much or as… https://t.co/hR0MYVYwSc"
363,'1263612976499736576,5/21/20 23:29,tonyakolsondpt,"St. Petersburg, FL",@Michell33688458 @NewsGuyGreg @GovRonDeSantis I've seriously considered leaving the State because of this mess. All… https://t.co/63uY1Im1D1
364,'1263612973135867906,5/21/20 23:29,JitterCrow,"Rochester, NY",@PalmerReport And take your #Covid_19 with you @seanhannity
365,'1263612970959081473,5/21/20 23:29,Amehnews,,COVID-19 Cases In Nigeria Rise To 7016 https://t.co/b8u9kRvttp
366,'1263612969914494978,5/21/20 23:29,sustainableMBA,Washington,@kaitlancollins “A prudent person foresees danger and takes precautions. The simpleton goes blindly on and suffers… https://t.co/bHA9eNf03g
367,'1263612969331630088,5/21/20 23:29,Ramos4Deltona,,Thankful to have participated in the Spanish-language panel discussion on the COVID-19 impact on our County. Here i… https://t.co/EarA4U5dQH
368,'1263612968631238656,5/21/20 23:29,joshencinias,"New York, NY","""I can't tell if [our submissions] will be feast or famine [for the 2021 festival]."" Tabitha discusses the effect C… https://t.co/djak1S6lFV"
369,'1263612967851110402,5/21/20 23:29,KaroleCollier,,Quite excited to present this to the world: ✨ thank you @RothsteinDavid for your support and dedication to amplify… https://t.co/iiV1bZYOha
370,'1263612967821729793,5/21/20 23:29,Tyrant_II,Free America,"@_for_mation @TheKanehB Hcq is an ionophore that helps things like zinc cross the cell membrane. 

Here is a great… https://t.co/tweNt7ofKA"
371,'1263612967289008134,5/21/20 23:29,ctvottawa,"Ottawa, Ontario",NEW: Apple Mobility Data shows Ottawa residents are on the move as the temperatures rise and the COVID-19 restricti… https://t.co/TcHfrIB2GW
372,'1263612966609420288,5/21/20 23:29,CurtisTaber2,Arizona and Europe,"Pelosi and Schumer Request Trump Lower Flags When Coronavirus Deaths Reach 100,000 https://t.co/xWE0062ID5 via… https://t.co/RyAzwFN3sX"
